slug,name,brandSlug,price,thickness,length,width,weight,material,features,imageUrl,shopifyId
yolohayoga-rise-up-nomad-cork-yoga-mat,"Rise Up Nomad Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial; Premium",,8532721533140
yolohayoga-tiger-lotus-original-cork-yoga-mat,"Tiger Lotus Original Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,8857680511188
yolohayoga-balance-and-unity-nomad-xl-cork-yoga-mat,"Balance and Unity Nomad XL Cork Yoga Mat",yolohayoga,,,203.2,121.92,2.041168092460379,Cork,"Eco-Friendly; Non-Slip; Lightweight; Premium",,8812484362452
yolohayoga-infinite-bloom-aura-cork-yoga-mat,"Infinite Bloom Aura Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip",,8934673580244
yolohayoga-zest-for-life-aura-cork-yoga-mat,"Zest For Life Aura Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip",,8857684181204
yolohayoga-mountain-magic-nomad-xl-cork-yoga-mat,"Mountain Magic Nomad XL Cork Yoga Mat",yolohayoga,,,203.2,121.92,2.041168092460379,Cork,"Eco-Friendly; Non-Slip; Lightweight; Premium",,8812482199764
yolohayoga-zest-for-life-unity-pro-cork-yoga-mat,"Zest For Life Unity Pro Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Natural Rubber,"Eco-Friendly; Non-Slip",,8857699025108
yolohayoga-tiger-lotus-nomad-cork-yoga-mat,"Tiger Lotus Nomad Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial; Premium",,8857691226324
yolohayoga-infinite-bloom-unity-pro-cork-yoga-mat,"Infinite Bloom Unity Pro Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Natural Rubber,"Eco-Friendly; Non-Slip",,8934555713748
yolohayoga-peacock-oracle-unity-pro-cork-yoga-mat,"Peacock Oracle Unity Pro Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Natural Rubber,"Eco-Friendly; Non-Slip",,8934559449300
yolohayoga-peacock-oracle-aura-cork-yoga-mat,"Peacock Oracle Aura Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip",,8934681051348
yolohayoga-awaken-and-transform-aura-cork-yoga-mat,"Awaken and Transform Aura Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip",,8934561611988
yolohayoga-awaken-and-transform-unity-pro-cork-yoga-mat,"Awaken and Transform Unity Pro Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Natural Rubber,"Eco-Friendly; Non-Slip",,8934544277716
yolohayoga-pond-of-harmony-nomad-cork-yoga-mat,"Pond of Harmony Nomad Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial; Premium",,8893981229268
yolohayoga-zest-for-life-nomad-cork-yoga-mat,"Zest For Life Nomad Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial; Premium",,8857689358548
yolohayoga-swirly-flow-nomad-cork-yoga-mat,"Swirly Flow Nomad Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Non-Slip; Lightweight; Antimicrobial; Premium",,8857685983444
yolohayoga-swirly-flow-original-cork-yoga-mat,"Swirly Flow Original Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,8857667403988
yolohayoga-zest-for-life-original-cork-yoga-mat,"Zest For Life Original Cork Yoga Mat",yolohayoga,,,182.88,66.04,,Cork,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,8857676546260
yolohayoga-mountain-magic-unity-pro-xl-cork-yoga-mat,"Mountain Magic Unity Pro XL Cork Yoga Mat",yolohayoga,,,213.36,116.84,,Natural Rubber,"Non-Slip",,8960626491604
yolohayoga-pond-of-harmony-unity-pro-xl-cork-yoga-mat,"Pond of Harmony Unity Pro XL Cork Yoga Mat",yolohayoga,,,213.36,116.84,,Natural Rubber,"Non-Slip",,8960630161620
yolohayoga-harmony-unity-pro-xl-cork-yoga-mat,"Harmony Unity Pro XL Cork Yoga Mat",yolohayoga,,,213.36,116.84,,Natural Rubber,"Non-Slip",,8960634847444
