slug,name,brandSlug,price,thickness,length,width,weight,material,features,imageUrl,shopifyId
42birds-cork-yoga-mat,"Cork Lightweight Yoga Mat “The Robin”",42birds,,5,,,0.8618265279277155,Cotton,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide; Antimicrobial",,876111003695
42birds-industrial-mat-the-imperial-eagle,"Cork Yoga Industrial Mat “The Imperial Eagle”",42birds,,6,,,2.4947610018960185,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,1127858012207
42birds-extra-long-mat,"Extra Long Cork Lightweight Yoga Mat ""The Robin""",42birds,,5,,,1.1339822735890994,Cotton,"Eco-Friendly; Non-Slip; Lightweight; Extra Long; Extra Wide; Antimicrobial",,1373998383151
42birds-extra-long-cork-yoga-industrial-mat-the-imperial-eagle,"Extra Long Cork Yoga Industrial Mat “The Imperial Eagle”",42birds,,6,,,2.5854795837831466,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Long; Extra Wide; Antimicrobial",,7263667257527
42birds-cork-yoga-mat-massage-balls-and-yoga-block-bundle-the-flock,"Cork Lightweight Yoga Mat, Massage Balls and Yoga Block Bundle - ""The Flock""",42birds,,5,,,0.8618265279277155,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide",,1056970407983
42birds-cork-yoga-mat-and-two-block-bundle,"Cork Lightweight Yoga Mat and Two-Block Bundle",42birds,,5,,,0.8618265279277155,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide",,1067263787055
42birds-cork-yoga-mat-and-massage-balls-bundle,"Cork Lightweight Yoga Mat and Massage Balls Bundle",42birds,,5,,,0.8618265279277155,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide",,1067263819823
42birds-cork-industrial-yoga-mat-and-two-block-bundle,"Cork Industrial Yoga Mat and Two-Block Bundle",42birds,,6,,,2.4947610018960185,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,7168914358455
42birds-cork-extra-long-yoga-mat-and-two-block-bundle,"Cork Extra Long Yoga Mat and Two-Block Bundle",42birds,,5,,,1.1339822735890994,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Long; Extra Wide",,7168916127927
42birds-all-natural-cork-yoga-mat,"100% Cork Yoga Mat ""The Woodpecker""",42birds,,5,,,1.1339822735890994,Cotton,"Eco-Friendly; Non-Slip; Antimicrobial",,1373992189999
ananday-ananday-cork-yoga-mat,"Ananday Cork Yoga Mat",ananday,,4,182.88,60.96,2.4494017109524546,Natural Rubber,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Extra Wide; Antimicrobial; Premium",,4420382163079
ananday-cork-yoga-mat-and-strap-set,"Ground + Stretch Bundle",ananday,,4,182.88,60.96,2.4494017109524546,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Extra Wide; Alignment Marks; Antimicrobial",,6857887940772
ananday-home-yoga-starter-set,"Home Yoga Starter Set",ananday,,4,182.88,60.96,2.4494017109524546,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Extra Wide; Alignment Marks; Antimicrobial; Premium",,5411332849828
ananday-ground-cleanse-bundle,"Ground + Cleanse Bundle",ananday,,4,182.88,60.96,2.4494017109524546,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide; Antimicrobial",,8089072763139
bala-the-compact-mat,"The Compact Mat",bala,,12,,,,,"Non-Slip; Lightweight",,8074604085383
bala-the-play-mat,"The Play Mat",bala,,5,,,,,"Eco-Friendly; Antimicrobial",,7371478925447
bala-wavy-mat,"The Wavy Mat",bala,,5,,,,,"Antimicrobial",,7570101403783
bala-deco-mat,"The Deco Mat",bala,,5,,,,,"Eco-Friendly; Antimicrobial",,8062868488327
bala-mat-scrunchie,"The Mat Scrunchie",bala,,,,,,,"",,8011412308103
bala-the-play-mat-towel,"The Play Mat Towel",bala,,,,,,,"Eco-Friendly; Non-Slip",,7382292758663
bala-capsule-mat-towel,"The Capsule Mat Towel",bala,,,,,,,"",,8065107263623
bala-the-scrunchie-kit,"The Scrunchie Kit",bala,,,,,,,"",,8033474052231
bala-the-wavy-scrunchie-kit,"The Wavy Scrunchie Kit",bala,,,,,,,"",,8033474183303
bala-the-perfect-match-kit,"The Perfect (Mat)ch Kit",bala,,,,,,,"Non-Slip",,7865801080967
bala-the-resistance-kit,"The Resistance Kit",bala,,,,,,,"",,7408196288647
bala-yogi-kit,"Yogi Kit",bala,,,,,,,"",,7651226747015
bala-power-kit,"Power Kit",bala,,,,,,,"",,7651230154887
bala-sculpt-slide-kit,"Sculpt & Slide Kit",bala,,,,,,,"",,7651233464455
bala-mom-and-me-kit,"Mom and Me Kit",bala,,,,,,,"",,7673534840967
bala-mighty-mama-kit,"Mighty Mama Kit",bala,,,,,,,"",,7673538248839
bala-grounded-strength-kit,"Grounded Strength Kit",bala,,,,,,,"",,7920995860615
bala-power-flow-kit,"Power Flow Kit",bala,,,,,4.535929094356398,,"",,7920997105799
bala-powerhouse-performance-kit,"Powerhouse Performance Kit",bala,,,,,,,"",,7920997990535
bala-bala-mama-strength-kit,"Bala Mama Strength Kit",bala,,,,,,,"",,8083141886087
gaiam-05-61028_2,"Performance Dry-Grip Yoga Mat (5mm)",gaiam,,5,,,1.927769865101469,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Premium",,9130974913
gaiam-premium-metallic-sun-moon-yoga-mat-6mm,"Reversible Metallic Sun & Moon Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip",,1747443482670
gaiam-05-61626,"Performance Longer/Wider Dry-Grip Yoga Mat (5mm)",gaiam,,5,,,2.267964547178199,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide; Premium",,9130977793
gaiam-05-62214,"Gaiam Foldable Yoga Mat (2mm)",gaiam,,2,25.4,30.48,1.3607787283069193,PVC,"Eco-Friendly; Lightweight",,9130988673
gaiam-05-62031,"Reversible Be Free Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,9130984449
gaiam-05-61547,"Reversible Elephant Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Lightweight; Premium",,9130977153
gaiam-05-61333,"Premium Citron Sundial Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Alignment Marks; Premium",,9130975489
gaiam-premium-metallic-sunset-yoga-mat-6mm,"Premium Metallic Sunset Yoga Mat (6mm)",gaiam,,6,,,,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,1747441582126
gaiam-05-62433,"Premium Lily Shadows Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,9130992257
gaiam-05-61637,"Kids Blue Rocket Yoga Mat (4mm)",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,9130978049
gaiam-premium-metallic-bronze-medallion-yoga-mat-6mm,"Premium Metallic Medallion Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,1747442729006
gaiam-05-62435,"Reversible Spiral Motion Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip",,9130992577
gaiam-reversible-peace-yoga-mat-5mm,"Reversible Inner Peace Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,9358199809
gaiam-premium-aubergine-swirl-yoga-mat-5mm,"Premium Aubergine Swirl Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,493289472046
gaiam-05-62429,"Navy Fleur Marrakesh Yoga Mat (4mm)",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip",,9130991873
gaiam-premium-reversible-jade-salutation-yoga-mat-6mm,"Premium Reversible Jade Salutation Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,4494280491054
gaiam-premium-reversible-purple-illusion-yoga-mat-6mm,"Premium Reversible Purple Illusion Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Lightweight; Premium",,6687637405742
gaiam-premium-reversible-lunar-wave-yoga-mat-6mm,"Premium Reversible Lunar Wave Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,6786910093358
gaiam-kids-twinkle-toes-yoga-mat-3mm,"Kids Twinkle Toes Yoga Mat (3mm)",gaiam,,3,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6701177864238
gaiam-premium-reversible-seaglass-yoga-mat-6mm,"Premium Reversible Seaglass Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Lightweight; Premium",,6687639699502
gaiam-premium-reversible-marbled-bronze-medallion-yoga-mat-6mm,"Premium Reversible Marbled Bronze Medallion Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,6702323957806
gaiam-kids-chomper-yoga-mat-3mm,"Kids Chomper Yoga Mat (3mm)",gaiam,,3,,,,PVC,"Eco-Friendly; Lightweight",,6701173604398
gaiam-classic-mystic-ink-yoga-mat-4mm,"Classic Mystic Ink Yoga Mat (4mm)",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6702322647086
gaiam-premium-luminary-yoga-mat-6mm,"Premium Luminary Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,6786909503534
gaiam-premium-celestial-blue-yoga-mat-6mm,"Premium Celestial Blue Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Premium",,6687617581102
gaiam-classic-yoga-mat-4mm-purple-lattice,"Classic Yoga Mat (4mm) - Purple Lattice",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6786909274158
gaiam-kids-ballerina-yoga-mat-3mm,"Kids Ballerina Yoga Mat (3mm)",gaiam,,3,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6701167312942
gaiam-premium-santorini-yoga-mat-6mm,"Premium Santorini Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Lightweight; Premium",,6687615516718
gaiam-classic-yoga-mat-4mm-vibrant-flourish,"Classic Yoga Mat (4mm) - Vibrant Flourish",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6786909405230
gaiam-premium-yoga-mat-pink-marrakesh-6mm,"Premium Pink Marrakesh Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,6713114198062
gaiam-premium-reversible-yoga-mat-ethereal-beauty-6mm,"Premium Reversible Ethereal Beauty Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Reversible; Extra Thick; Non-Slip; Premium",,6866070372398
gaiam-premium-yoga-mat-violet-vision-6mm,"Premium Violet Vision Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,6866042716206
gaiam-moonlit-tide-classic-yoga-mat-4mm,"Moonlit Tide Classic Yoga Mat (4mm)",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6866037768238
gaiam-premium-here-and-now-yoga-mat-6mm,"Premium Here and Now Yoga Mat (6mm)",gaiam,,6,,,,PVC,"Eco-Friendly; Extra Thick; Non-Slip; Premium",,6866041110574
gaiam-wild-perennial-classic-yoga-mat-4mm,"Wild Perennial Classic Yoga Mat (4mm)",gaiam,,4,,,,PVC,"Eco-Friendly; Non-Slip; Lightweight",,6865545396270
gayo-yoga-cork-mat,"Eco-Friendly Cork Yoga Mat",gayo,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks; Premium",,7676617392310
gayo-handmade-cotton-yoga-mat,"Organic & Eco-Friendly Cotton Yoga Mat",gayo,,,,,,Cotton,"Eco-Friendly; Lightweight",,7596248465590
gayo-eco-friendly-non-slip-yoga-mat-4mm,"Eco Balance Yoga Mat- 4 mm",gayo,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,8158717542582
gayo-eco-balance-yoga-mat-5-mm,"Eco Balance Pro Yoga Mat- 5 mm",gayo,,5,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,8255924961462
heathyoga-tpe-body-alignment-system-yoga-mat-grey-heathyoga,"TPE Body Alignment System Yoga Mat - Gray",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1828596809763
heathyoga-tpe-body-alignment-system-non-slip-yoga-mat,"Heathyoga TPE Body Alignment System Yoga Mat - Turquoise",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1725628940323
heathyoga-tpe-body-alignment-system-yoga-mat-blue-heathyoga,"Heathyoga TPE Body Alignment System Yoga Mat - Navy Blue",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1828546183203
heathyoga-tpe-body-alignment-system-yoga-mat-purple-heathyoga,"Heathyoga TPE Body Alignment System Yoga Mat - Purple",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1828612210723
heathyoga-tpe-body-alignment-system-yoga-mat-lemon-green-heathyoga,"Heathyoga TPE Body Alignment System Yoga Mat - Grass Green",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1828602445859
heathyoga-tpe-body-alignment-system-yoga-mat-pink-heathyoga,"Heathyoga TPE Body Alignment System Yoga Mat - Pink",heathyoga,,6,182.88,66.04,,PVC,"Extra Thick; Extra Wide; Alignment Marks",,1828609949731
houseofmats-familia,"Africa by Jess Guzman Yoga mat - Art Collection - 4mm",houseofmats,,4,,,,,"",,7167222743191
houseofmats-airy-blue,"Airy Blue Yoga mat - Laboratory Limited Edition - 3.5mm",houseofmats,,3.5,,,,,"",,8885758329166
houseofmats-clay,"Clay Yoga mat - Laboratory Limited Edition - 3.5mm",houseofmats,,3.5,,,,,"",,8885759115598
houseofmats-daylight-moth-by-ula-basinska-11,"Daylight moth Yoga mat by Ula Basinska - Art Collection - 4mm",houseofmats,,4,,,,,"",,7545952862359
houseofmats-forest-green,"Forest Green Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885754790222
houseofmats-golden-hour,"Golden House Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885756428622
houseofmats-oat-signature,"Granito Milk Yoga mat - Travel Collection - Foldable - 2mm",houseofmats,,2,,,,,"Lightweight",,8885761704270
houseofmats-magnetic-purple,"Magnetic Purple Yoga mat - Travel Collection - Foldable - 2mm",houseofmats,,2,,,,,"Lightweight; Alignment Marks",,8885761147214
houseofmats-misty-grey,"Misty Grey Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885754102094
houseofmats-moonlight,"Moonlight shadow - Art Collection - 4mm",houseofmats,,4,,,,,"",,7545985466519
houseofmats-nautica-yoga-mat-studio-collection-4-5mm,"Nautica Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,10847222268238
houseofmats-midnight-tribe-by-ula-basinska,"Nightlight tribe by Ula Basinska - Art Collection - 4mm",houseofmats,,4,,,,,"",,7545809436823
houseofmats-peony-bloom,"Peony blossom Yoga mat - Art Collection - 4mm",houseofmats,,4,,,,,"",,7545961578647
houseofmats-purple-yoga-mat-classic-collection-4-5mm,"Purple Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip; Lightweight",,10847220465998
houseofmats-rooted-brown,"Rooted Brown Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885756166478
houseofmats-royal-plum-signature-yoga-mat-classic-collection-4-5mm,"Royal Plum Signature Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,9707073634638
houseofmats-royal-plum,"Royal Plum Yoga mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885756854606
houseofmats-sage-green,"Sage Green Yoga mat - Laboratory Limited Edition - 3.5mm",houseofmats,,3.5,,,,,"",,8885759574350
houseofmats-suiyobi,"Suiyobi Yoga Mat - Laboratory Limited Edition - 3.5mm",houseofmats,,3.5,,,,,"",,8885757641038
houseofmats-the-black-mat-1,"The Black Mat - Colección de viaje. Plegable 2mm",houseofmats,,2,,,,,"Lightweight",,8885760426318
houseofmats-the-black-mat,"The Black Mat - Studio Collection - 4.5mm",houseofmats,,4.5,,,,,"Eco-Friendly; Non-Slip",,8885753676110
jadeyoga-harmony-mat,"Jade Harmony Yoga Mat - JadeYoga",jadeyoga,,,172.72,,2.267964547178199,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide",,426167656
jadeyoga-travel-mat,"Best-Selling Travel Yoga Mat  – Lightweight, Portable and Durable",jadeyoga,,,172.72,,1.3607787283069193,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide",,443985608
jadeyoga-fusion-mat,"Jade Fusion Yoga & Pilates Mat – Extra Thick Natural Rubber Yoga & Pilates Mat - JadeYoga",jadeyoga,,8,172.72,,3.855539730202938,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide",,443967080
jadeyoga-voyager-mat,"Jade Voyager Mat - Lightweight and Portable - JadeYoga",jadeyoga,,,172.72,,0.6803893641534596,Natural Rubber,"Eco-Friendly; Lightweight; Extra Wide",,3094879877
jadeyoga-level-1-mat,"Jade Level One Yoga Mat  For Beginners – JadeYoga",jadeyoga,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Extra Wide",,51826982930
jadeyoga-elite-s,"Jade Elite S Yoga Mat - Durable and Supportive - Eco Friendly - JadeYoga",jadeyoga,,,,,2.267964547178199,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide",,8617281682
jadeyoga-harmony-mat-xw,"Harmony XW Yoga Mat – Eco Friendly and Chemical Free -  JadeYoga",jadeyoga,,,203.2,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Long; Extra Wide; Premium",,444002112
jadeyoga-xw-fusion,"XW Fusion Yoga Mat - Extra Wide and Thick for Grip - JadeYoga",jadeyoga,,8,203.2,,,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide",,3366458053
jadeyoga-fusion-mini-mats,"Fusion Mini Yoga Mat – Eco Friendly and Natural Rubber - JadeYoga",jadeyoga,,8,,,,Natural Rubber,"Eco-Friendly; Extra Thick; Non-Slip; Extra Wide",,4380497608776
jadeyoga-organic-cotton-mysore-yoga-rugs-1,"Organic Cotton Mysore Yoga Rug – JadeYoga",jadeyoga,,,,,1.1339822735890994,Cotton,"Lightweight; Extra Wide",,4030691999816
jadeyoga-dharba-grass-yoga-meditation-mat,"Meditation Mats – Handwoven Darbha Grass Mats -  JadeYoga",jadeyoga,,,,,,Cotton,"Extra Wide",,4030779555912
jadeyoga-recycled-sari-yoga-rug,"Recycled Sari Yoga Rug - JadeYoga",jadeyoga,,,60.96,182.88,,Cotton,"Eco-Friendly",,5609212379287
jadeyoga-jade-extra-yoga-mat,"Jade Extra Yoga Mat - JadeYoga",jadeyoga,,4.5,,,2.267964547178199,Natural Rubber,"Non-Slip; Extra Wide; Antimicrobial",,8521067036823
jadeyoga-jade-cork-yoga-mat,"Jade Cork Yoga Mat - Hot Yoga - Eco Friendly - JadeYoga",jadeyoga,,4.5,,,2.267964547178199,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide",,8521108488343
jadeyoga-jade-mushroom-mat,"Jade Mushroom Mat",jadeyoga,,5,172.72,,2.041168092460379,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide",,9094656196759
jadeyoga-jade-harmony-2-0,"Jade Harmony 2.0",jadeyoga,,,172.72,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide",,9282036367511
keep-12566,"[Large Space] Super Wide and Thick Exercise Mat",keep,,,,,,,"Extra Wide",,7703088726200
keep-12912,"[Beginner Assist] Yoga Mat with Position Lines",keep,,,,,,,"",,7703088791736
keep-10004030,"Jump Rope Mat",keep,,,,,,,"",,7703088922808
keep-10010278,"High Elasticity TPE Pro Training Mat",keep,,,,,,TPE,"",,7703088955576
keep-10002590,"Extra Large Home Mat",keep,,,,,,,"",,7703088857272
keep-10003641,"Extra Large Aerobics Mat",keep,,,,,,,"",,7703088890040
keep-12801,"[Dormitory Partner] Classic Exercise Mat",keep,,,,,,,"",,7703088758968
liforme-liforme-classic-yoga-mat,"Liforme Classic Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,6149522456751
liforme-liforme-cosmic-moon-yoga-mat,"Liforme Cosmic Moon Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7765817622703
liforme-liforme-magic-galaxy-yoga-mat-gold-silver,"Liforme Magic Galaxy Yoga Mat - Gold & Silver",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14969576849784
liforme-liforme-tropical-paradise-yoga-mat,"Liforme Tropical Paradise Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14958245052792
liforme-liforme-x-you-your-unique-yoga-mat,"Liforme x You - A unique Yoga Mat",liforme,,4,,,,,"Eco-Friendly; Non-Slip; Alignment Marks",,7159308124335
liforme-liforme-mindful-garden-yoga-mat,"Liforme Mindful Garden Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7765813526703
liforme-liforme-blossoming-lotus-yoga-mat,"Liforme Blossoming Lotus Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769349980335
liforme-liforme-deep-forest-mindful-garden-yoga-mat,"Liforme Deep Forest Mindful Garden Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14909729276280
liforme-liforme-white-magic-yoga-mat,"Liforme White Magic Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7772431286447
liforme-liforme-magic-galaxy-yoga-mat-silver,"Liforme Magic Galaxy Yoga Mat - Silver",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14969535791480
liforme-liforme-black-gold-yoga-mat,"Liforme Black & Gold Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769350373551
liforme-liforme-majestic-carpet-yoga-mat,"Liforme Majestic Carpet Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7772324528303
liforme-liforme-mystique-yoga-mat,"Liforme Mystique Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14934739550584
liforme-liforme-mother-earth-yoga-mat,"Liforme Mother Earth Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7772435906735
liforme-liforme-rainbow-yoga-mat,"Liforme Rainbow Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769350963375
liforme-liforme-expressions-yoga-mat,"Liforme Expressions Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769271992495
liforme-liforme-paisley-passion-yoga-mat,"Liforme Paisley Passion Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7772433055919
liforme-liforme-radiant-sun-yoga-mat,"Liforme Radiant Sun Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769350865071
liforme-liforme-in-line-yoga-mat,"Liforme In Line Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14934740730232
liforme-liforme-tantalising-terracotta-yoga-mat,"Liforme Tantalising Terracotta Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,8053955068079
liforme-liforme-dragon-phoenix-yoga-mat,"Liforme Dragon & Phoenix Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,14943989956984
liforme-liforme-zodiac-yoga-mat,"Liforme Zodiac Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769345917103
liforme-liforme-evolve-yoga-mat,"Liforme Evolve Yoga Mat",liforme,,,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Extra Wide; Alignment Marks",,7769350668463
liforme-liforme-mindful-garden-xl-yoga-mat,"Liforme Mindful Garden XL Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,14867347341688
liforme-liforme-cosmic-moon-xl-yoga-mat,"Liforme Cosmic Moon XL Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,14867341443448
liforme-liforme-blossoming-lotus-xl-yoga-mat,"Liforme Blossoming Lotus XL Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,14867343049080
liforme-liforme-xl-mountain-yoga-mat,"Liforme XL Mountain Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,7772436267183
liforme-liforme-xl-yoga-mat,"Liforme XL Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Alignment Marks",,7772436496559
liforme-liforme-classic-travel-yoga-mat,"Liforme Classic Travel Yoga Mat",liforme,,2,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7739030765743
liforme-liforme-cosmic-moon-travel-yoga-mat,"Liforme Cosmic Moon Travel Yoga Mat",liforme,,4,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7772468838575
liforme-liforme-mindful-garden-travel-yoga-mat,"Liforme Mindful Garden Travel Yoga Mat",liforme,,2,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7765817229487
liforme-liforme-expressions-travel-yoga-mat,"Liforme Expressions Travel Yoga Mat",liforme,,2,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7769345294511
liforme-liforme-black-gold-travel-yoga-mat,"Liforme Black & Gold Travel Yoga Mat",liforme,,2,,,,Natural Rubber,"Eco-Friendly; Non-Slip; Lightweight; Alignment Marks",,7772452782255
